-0.007584095,0,0,-1,0,0,0,0,2023-wimbledon-1407
-0.005604527,0,0,0,0,1,0,0,2023-wimbledon-1407
0.016133832,0,0,0,1,1,0,0,2023-wimbledon-1407
0.036829764,0,0,0,2,1,0,0,2023-wimbledon-1407
0.018229124,0,0,0,1,1,0,0,2023-wimbledon-1407
0.023185314,0,0,1,1,2,0,0,2023-wimbledon-1407
0.009003562,0,0,1,1,2,0,0,2023-wimbledon-1407
0.009289855,0,0,1,1,2,0,0,2023-wimbledon-1407
0.009071353,0,0,1,1,2,0,0,2023-wimbledon-1407
-0.013384838,0,0,0,1,1,0,0,2023-wimbledon-1407
-0.006371626,0,0,0,2,1,0,0,2023-wimbledon-1407
-0.007534491,0,0,-1,2,1,-1,0,2023-wimbledon-1407
0.008780726,0,0,-1,3,1,-1,0,2023-wimbledon-1407
0.03022067,0,0,0,3,2,-1,0,2023-wimbledon-1407
0.018534428,0,0,0,3,1,-1,0,2023-wimbledon-1407
0.022091675,0,0,0,3,1,-1,0,2023-wimbledon-1407
0.041738425,0,0,0,4,1,-1,0,2023-wimbledon-1407
0.042658058,0,0,0,5,1,-1,0,2023-wimbledon-1407
0.06214745,0,0,0,5,1,-1,0,2023-wimbledon-1407
0.038054157,0,0,0,5,1,-1,0,2023-wimbledon-1407
0.017895945,0,0,-1,5,1,-2,0,2023-wimbledon-1407
-0.003484488,0,0,-2,5,1,-3,0,2023-wimbledon-1407
-0.025957067,0,0,-3,5,0,-3,0,2023-wimbledon-1407
0.009679891,0,0,-3,5,0,-3,0,2023-wimbledon-1407
0.031157303,0,0,-2,5,0,-2,0,2023-wimbledon-1407
0.050053077,0,0,-2,5,0,-2,0,2023-wimbledon-1407
0.067750746,0,0,-2,5,1,-2,0,2023-wimbledon-1407
0.010606905,0,0,-2,5,1,-2,0,2023-wimbledon-1407
-0.009924987,0,0,-2,5,1,-2,0,2023-wimbledon-1407
-0.032894358,0,0,-3,5,1,-3,0,2023-wimbledon-1407
-0.020294634,0,0,-2,5,1,-3,0,2023-wimbledon-1407
-0.021350409,0,0,-3,5,1,-4,0,2023-wimbledon-1407
-0.013309478,0,0,-3,5,1,-4,0,2023-wimbledon-1407
-0.00414728,0,0,-3,6,1,-4,0,2023-wimbledon-1407
-0.010450276,0,0,-3,5,1,-4,0,2023-wimbledon-1407
-0.009810017,0,0,-3,5,1,-4,0,2023-wimbledon-1407
-0.011008028,0,0,-4,5,1,-4,0,2023-wimbledon-1407
-0.009794224,0,0,-4,5,1,-4,0,2023-wimbledon-1407
0.013357503,0,0,-3,5,2,-4,0,2023-wimbledon-1407
0.004456606,0,0,-3,5,2,-4,0,2023-wimbledon-1407
0.007794097,0,0,-2,5,2,-4,0,2023-wimbledon-1407
0.00650477,0,0,-2,5,2,-4,0,2023-wimbledon-1407
0.009702543,0,0,-2,6,2,-4,0,2023-wimbledon-1407
0.030177396,0,0,-2,6,2,-4,0,2023-wimbledon-1407
0.037846612,0,0,-2,7,2,-4,0,2023-wimbledon-1407
0.02006207,0,0,-2,7,1,-4,0,2023-wimbledon-1407
0.028638794,0,0,-2,8,1,-4,0,2023-wimbledon-1407
0.027063387,0,0,-2,8,1,-4,0,2023-wimbledon-1407
0.007172535,0,0,-2,8,1,-4,0,2023-wimbledon-1407
-0.015882021,0,0,-3,8,1,-5,0,2023-wimbledon-1407
0.013467733,0,0,-3,8,1,-5,0,2023-wimbledon-1407
0.010418877,0,0,-3,7,1,-5,0,2023-wimbledon-1407
0.012399326,0,0,-3,7,1,-5,0,2023-wimbledon-1407
0.032797538,0,0,-3,7,1,-5,0,2023-wimbledon-1407
0.021430589,0,0,-4,7,1,-5,0,2023-wimbledon-1407
0.026519212,0,0,-3,7,1,-4,0,2023-wimbledon-1407
0.034161279,0,0,-2,7,1,-4,0,2023-wimbledon-1407
0.023234674,0,0,-2,7,0,-4,0,2023-wimbledon-1407
0.000481248,0,0,-3,7,0,-5,0,2023-wimbledon-1407
-0.022938149,0,0,-4,7,0,-6,0,2023-wimbledon-1407
-0.046395445,0,0,-5,7,0,-7,0,2023-wimbledon-1407
0.005462439,0,0,-4,7,0,-6,0,2023-wimbledon-1407
0.001454643,0,0,-4,7,-1,-6,0,2023-wimbledon-1407
0.003317104,0,0,-4,7,-1,-6,0,2023-wimbledon-1407
0.025714853,0,0,-3,7,-1,-5,0,2023-wimbledon-1407
0.044975913,0,0,-3,7,-1,-5,0,2023-wimbledon-1407
0.041418077,0,0,-2,7,0,-5,0,2023-wimbledon-1407
0.061966252,0,0,-2,7,0,-5,0,2023-wimbledon-1407
0.02756913,0,0,-2,7,-1,-5,0,2023-wimbledon-1407
0.00521582,0,0,-3,7,-2,-5,0,2023-wimbledon-1407
0.022027901,0,0,-3,8,-2,-5,0,2023-wimbledon-1407
0.050606814,0,1,-3,9,-2,-5,0,2023-wimbledon-1407
0.106925858,1,1,-3,9,-2,-5,0,2023-wimbledon-1407
0.105502836,1,1,-3,9,-2,-5,0,2023-wimbledon-1407
0.130752134,1,1,-2,9,-2,-4,0,2023-wimbledon-1407
0.154069473,1,1,-1,9,-2,-4,0,2023-wimbledon-1407
0.175989169,1,1,0,9,-2,-3,0,2023-wimbledon-1407
0.165043693,1,1,0,9,-2,-3,0,2023-wimbledon-1407
0.134597382,1,1,-1,9,-2,-4,0,2023-wimbledon-1407
0.142870523,1,1,-1,10,-2,-4,0,2023-wimbledon-1407
0.142721329,1,1,-1,10,-2,-4,0,2023-wimbledon-1407
0.151161936,1,1,-1,11,-2,-4,0,2023-wimbledon-1407
0.150912224,1,1,-1,11,-2,-4,0,2023-wimbledon-1407
0.129534967,1,1,-1,11,-2,-4,0,2023-wimbledon-1407
0.104282245,1,1,-2,11,-2,-5,0,2023-wimbledon-1407
0.139221046,1,1,-1,11,-2,-4,0,2023-wimbledon-1407
0.160863719,1,1,-1,11,-2,-4,0,2023-wimbledon-1407
0.182367207,1,1,-1,12,-2,-4,0,2023-wimbledon-1407
0.199609828,1,1,-1,12,-2,-4,0,2023-wimbledon-1407
0.187491554,1,1,-1,13,-2,-4,0,2023-wimbledon-1407
0.157207035,1,1,-2,13,-2,-5,0,2023-wimbledon-1407
0.165714407,1,1,-2,14,-2,-5,0,2023-wimbledon-1407
0.18922846,1,1,-2,15,-2,-5,0,2023-wimbledon-1407
0.176586213,1,1,-3,15,-2,-6,0,2023-wimbledon-1407
0.156432807,1,1,-4,15,-2,-6,0,2023-wimbledon-1407
0.13568512,1,1,-4,15,-2,-6,0,2023-wimbledon-1407
0.114209881,1,1,-4,15,-2,-6,0,2023-wimbledon-1407
0.15308253,1,1,-4,15,-2,-6,0,2023-wimbledon-1407
0.151240227,1,1,-4,14,-2,-6,0,2023-wimbledon-1407
0.130418538,1,1,-4,14,-2,-6,0,2023-wimbledon-1407
0.13670632,1,1,-4,14,-2,-6,0,2023-wimbledon-1407
0.136453293,1,1,-4,13,-2,-6,0,2023-wimbledon-1407
0.135544824,1,1,-4,13,-2,-6,0,2023-wimbledon-1407
0.15795241,1,1,-4,13,-2,-6,0,2023-wimbledon-1407
0.181250842,1,1,-3,13,-2,-5,0,2023-wimbledon-1407
0.186598372,1,1,-3,14,-2,-5,0,2023-wimbledon-1407
0.207361982,1,1,-3,14,-2,-5,0,2023-wimbledon-1407
0.178055236,1,1,-3,14,-2,-5,0,2023-wimbledon-1407
0.156567268,1,1,-3,14,-3,-5,0,2023-wimbledon-1407
0.172420675,1,1,-3,15,-3,-5,0,2023-wimbledon-1407
0.196218485,1,2,-3,16,-3,-5,0,2023-wimbledon-1407
0.202244425,1,2,-2,16,-3,-4,0,2023-wimbledon-1407
0.225620325,1,2,-2,17,-3,-4,0,2023-wimbledon-1407
0.244546721,1,2,-2,17,-3,-4,0,2023-wimbledon-1407
0.262777632,1,2,-2,18,-3,-4,0,2023-wimbledon-1407
0.189162295,1,2,-2,18,-4,-4,0,2023-wimbledon-1407
