-0.008020452,0,0,0,-1,0,0,0
-0.007533385,0,0,0,-1,0,0,0
-0.008915203,0,0,0,-2,0,0,0
-0.007193812,0,0,1,-2,0,0,0
0.01479527,0,0,2,-2,0,1,0
0.005987482,0,0,2,-2,0,1,0
0.009396076,0,0,3,-2,0,2,0
0.00545604,0,0,2,-2,-1,2,0
0.007929696,0,0,2,-2,0,2,0
0.027959219,0,0,2,-2,0,2,0
0.004438871,0,0,1,-2,0,1,0
0.004539116,0,0,1,-2,0,1,0
0.026295063,0,0,1,-1,0,1,0
0.017176429,0,0,0,-1,0,1,0
-0.002397814,0,0,0,-1,0,1,0
0.004723045,0,0,0,-1,0,1,0
0.004592094,0,0,0,-1,0,1,0
-0.018278898,0,0,-1,-1,-1,1,0
0.005444513,0,0,0,-1,-1,2,0
0.025990012,0,0,0,-1,-1,2,0
0.015403472,0,0,0,-1,-1,2,0
0.019725109,0,0,0,0,-1,2,0
0.038453666,0,0,0,0,-1,2,0
0.004024538,0,0,0,-1,-1,2,0
-0.016623555,0,0,0,-1,-1,2,0
-0.039603556,0,0,-1,-1,-1,1,0
-0.061215237,0,0,-2,-1,-1,1,0
0.003925295,0,0,-1,-1,-1,1,0
0.024318086,0,0,-1,-1,-1,1,0
0.044207092,0,0,-1,-1,0,1,0
0.023088944,0,0,-1,-2,0,1,0
0.006142899,0,0,-1,-2,0,1,0
-0.013518429,0,0,-1,-3,0,1,0
0.003829097,0,0,-1,-3,1,1,0
0.025322893,0,0,-1,-3,2,1,0
0.003108742,0,0,-1,-3,2,1,0
0.00442957,0,0,-1,-2,2,1,0
0.004254459,0,0,-1,-2,2,1,0
-0.016614259,0,0,-1,-2,2,1,0
-0.03769124,0,0,-1,-2,2,1,0
0.006876445,0,0,0,-2,2,1,0
0.02874612,0,0,0,-1,2,1,0
0.048765768,0,0,1,-1,2,1,0
0.028613859,0,0,1,-1,2,1,0
0.03387087,0,0,1,-1,2,1,0
0.007414955,0,0,1,-1,2,1,0
0.013841903,0,0,1,0,2,1,0
0.01140576,0,0,0,0,2,0,0
0.012965167,0,0,0,1,2,0,0
0.035105214,0,0,1,1,2,0,0
0.057144525,0,1,1,2,2,0,0
0.063865762,0,1,1,2,2,0,0
0.041465552,0,1,1,2,2,0,0
0.042712028,0,1,1,2,2,0,0
0.041561141,0,1,1,2,2,0,0
0.04395215,0,1,1,2,3,0,0
0.041463807,0,1,1,1,3,0,0
0.042679054,0,1,1,1,3,0,0
0.038945582,0,1,0,1,2,0,0
0.015462233,0,1,-1,1,1,0,0
0.023868479,0,1,0,1,1,0,0
0.046052438,0,1,0,1,1,0,0
0.069898506,0,1,0,2,2,0,0
0.102663007,1,1,-1,2,2,-1,0
0.0768958,1,1,-2,2,2,-2,0
0.051031881,1,1,-2,2,1,-2,0
0.027377846,1,1,-2,2,1,-2,0
0.104691293,1,1,-1,2,1,-1,0
0.127082599,1,1,-1,2,1,-1,0
0.11633941,1,1,-2,2,1,-1,0
0.094842002,1,1,-2,1,1,-1,0
0.104942756,1,1,-1,1,1,0,0
0.10330627,1,1,-1,0,1,0,0
0.079743564,1,1,-1,-1,1,0,0
0.058399362,1,1,-1,-1,1,0,0
0.05687886,1,1,-1,-1,1,0,0
0.033522503,1,1,-1,-1,1,0,0
0.009054128,1,1,-2,-1,1,0,0
-0.015243255,1,1,-2,-2,1,0,0
0.015093195,1,1,-2,-2,1,0,0
0.068584391,1,1,-2,-2,1,0,0
0.095222508,1,1,-1,-2,1,1,0
0.086831123,1,1,-1,-2,1,1,0
0.060801544,1,1,-2,-2,0,1,0
0.068808782,1,1,-2,-1,0,1,0
0.095153062,1,1,-2,0,0,1,0
0.11847826,1,1,-2,0,0,1,0
0.079097433,1,1,-3,0,0,1,0
0.052109276,1,1,-3,0,-1,1,0
0.057933762,1,1,-2,0,-1,1,0
0.084984162,1,1,-2,1,-1,1,0
0.111345596,1,1,-2,2,-1,1,0
0.093262569,1,1,-2,2,-2,1,0
0.093767899,1,1,-2,2,-2,1,0
0.090589874,1,1,-2,2,-3,1,0
0.067004419,1,1,-2,2,-3,1,0
0.038793868,1,1,-3,2,-4,1,0
0.038822773,1,1,-3,2,-4,1,0
0.061698058,1,1,-3,2,-4,1,0
0.061759469,1,1,-3,1,-4,1,0
0.060326122,1,1,-3,1,-4,1,0
0.085818151,1,1,-3,1,-4,1,0
0.077329112,1,1,-4,1,-4,1,0
0.080571604,1,1,-3,1,-3,1,0
0.10560659,1,1,-2,1,-3,1,0
0.107332255,1,1,-2,2,-3,1,0
0.089945429,1,1,-2,1,-3,1,0
0.064839369,1,1,-2,0,-3,1,0
0.036287434,1,1,-3,0,-4,1,0
0.048354284,1,1,-3,0,-4,1,0
0.075957684,1,1,-3,1,-4,1,0
0.10289987,1,1,-3,2,-4,1,0
0.086880085,1,1,-3,2,-4,1,0
0.059129444,1,1,-4,2,-5,1,0
0.067245489,1,1,-4,3,-5,1,0
0.092707514,1,1,-4,3,-5,1,0
0.118404489,1,2,-4,4,-5,1,0
0.119348654,1,2,-4,4,-5,1,0
0.143449415,1,2,-4,4,-5,1,0
0.166755376,1,2,-4,5,-5,1,0
0.186394766,1,2,-3,5,-5,1,0
0.159982353,1,2,-3,5,-5,1,0
0.107429644,1,2,-4,5,-5,0,0
0.083093475,1,2,-4,5,-5,0,0
0.0544302,1,2,-5,5,-5,-1,0
0.028476774,1,2,-5,5,-5,-1,0
0.092720385,1,2,-5,5,-5,-1,0
0.093250802,1,2,-5,5,-5,-1,0
0.095029926,1,2,-5,6,-5,-1,0
0.120405726,1,2,-5,6,-5,-1,0
0.110106168,1,2,-5,6,-5,-1,0
0.112729577,1,2,-5,6,-5,-1,0
0.087728969,1,2,-6,6,-5,-2,0
0.062082033,1,2,-6,6,-5,-2,0
0.068428851,1,2,-6,7,-5,-2,0
0.071271229,1,2,-6,7,-5,-2,0
0.045179488,1,2,-6,7,-5,-2,0
0.096216737,1,2,-5,7,-5,-1,0
0.120862762,1,2,-5,7,-5,-1,0
0.14328914,1,2,-5,7,-5,-1,0
0.163677354,1,2,-5,7,-5,-1,0
0.091682984,1,2,-5,7,-5,-1,0
0.089713527,1,2,-5,7,-5,-1,0
0.115676776,1,2,-5,7,-5,-1,0
0.10678797,1,2,-6,7,-5,-1,0
0.078712185,1,2,-7,7,-5,-2,0
0.086529117,1,2,-7,7,-4,-2,0
0.112653611,1,2,-7,7,-4,-2,0
0.104872448,1,2,-7,7,-4,-2,0
0.078772839,1,2,-7,6,-4,-2,0
0.086636283,1,2,-6,6,-4,-2,0
0.115642943,1,2,-5,6,-3,-2,0
0.104660623,1,2,-5,6,-4,-2,0
0.080026843,1,2,-5,6,-4,-2,0
0.054204476,1,2,-5,6,-4,-2,0
-0.010333851,0,2,-5,7,-4,-2,0
-0.015050582,0,2,-5,7,-5,-2,0
-0.013303601,0,2,-5,7,-5,-2,0
-0.022966259,0,2,-5,6,-5,-2,0
-0.021187818,0,2,-5,6,-5,-2,0
0.003283575,0,2,-5,6,-5,-2,0
0.011673877,0,2,-5,6,-4,-2,0
-0.009597445,0,2,-5,6,-5,-2,0
-0.035524289,0,2,-6,6,-5,-2,0
-0.027154776,0,2,-6,6,-5,-2,0
-0.00051313,0,2,-6,7,-5,-2,0
-0.014779484,0,2,-7,7,-6,-2,0
-0.011629059,0,2,-7,8,-6,-2,0
-0.013614072,0,2,-7,8,-6,-2,0
-0.03865651,0,2,-8,8,-6,-2,0
-0.020907467,0,2,-8,9,-6,-2,0
-0.021176044,0,2,-8,9,-6,-2,0
-0.050368498,0,2,-9,9,-7,-2,0
-0.022313757,0,2,-8,9,-7,-2,0
0.003563965,0,2,-7,9,-7,-2,0
-0.009587608,0,2,-8,9,-7,-2,0
-0.034081919,0,2,-8,8,-7,-2,0
-0.021648375,0,2,-8,9,-7,-2,0
0.005613045,0,2,-7,9,-7,-1,0
0.014659123,0,2,-7,10,-7,-1,0
0.040066692,0,2,-6,10,-7,-1,0
0.009990105,0,2,-6,9,-7,-1,0
0.01486113,0,2,-6,10,-7,-1,0
0.035596193,0,3,-6,10,-7,-1,0
0.030367908,0,3,-5,10,-7,0,0
0.055731132,0,3,-4,10,-7,0,0
0.080250767,0,3,-4,11,-7,0,0
0.035182905,0,3,-4,10,-7,0,0
0.041757737,0,3,-3,10,-7,1,0
0.036225873,0,3,-3,11,-7,1,0
0.026837427,0,3,-4,11,-7,1,0
0.003479484,0,3,-4,11,-7,1,0
0.01249332,0,3,-4,11,-6,1,0
0.011968899,0,3,-5,11,-6,1,0
-0.015672349,0,3,-5,11,-7,1,0
0.010569172,0,3,-4,11,-7,1,0
0.034598711,0,3,-4,11,-7,1,0
0.059417895,0,3,-4,12,-7,1,0
0.082817057,0,3,-3,12,-7,2,0
0.01449829,0,3,-3,12,-7,2,0
0.01584202,0,3,-3,13,-7,2,0
0.012354254,0,3,-3,13,-8,2,0
0.013066837,0,3,-2,13,-8,2,0
0.039431182,0,3,-2,14,-8,2,0
0.027363263,0,3,-3,14,-8,1,0
3.97976E-05,0,3,-4,14,-8,0,0
-0.027291419,0,3,-5,14,-8,-1,0
0.005569742,0,3,-5,14,-8,-1,0
0.033022742,0,3,-4,14,-7,-1,0
0.057808356,0,3,-4,15,-7,-1,0
0.036000437,0,3,-4,14,-7,-1,0
0.039908607,0,3,-4,14,-7,-1,0
0.106981468,1,3,-4,15,-7,-1,0
0.099444344,1,3,-4,15,-7,-1,0
0.074672352,1,3,-4,15,-7,-1,0
0.045584227,1,3,-4,15,-8,-1,0
0.018959716,1,3,-5,15,-8,-1,0
0.083048106,1,3,-5,15,-8,-1,0
0.073557035,1,3,-5,14,-8,-1,0
