0.007863356,0,0,0,1,0,0,1,2023-wimbledon-1302
0.006021942,0,0,0,1,0,0,1,2023-wimbledon-1302
-0.013638322,0,0,0,1,0,0,1,2023-wimbledon-1302
-0.006381655,0,0,0,1,0,0,1,2023-wimbledon-1302
0.019690036,0,0,0,2,0,0,1,2023-wimbledon-1302
0.010841889,0,0,0,2,0,0,1,2023-wimbledon-1302
-0.008338843,0,0,0,2,0,0,1,2023-wimbledon-1302
-0.000921195,0,0,0,2,0,0,1,2023-wimbledon-1302
-0.001480501,0,0,0,2,0,0,1,2023-wimbledon-1302
2.21087E-05,0,0,0,2,1,0,1,2023-wimbledon-1302
-0.002413557,0,0,-1,2,1,-1,1,2023-wimbledon-1302
-0.023610492,0,0,-1,1,1,-1,1,2023-wimbledon-1302
0.001059153,0,0,0,1,2,-1,1,2023-wimbledon-1302
0.020838144,0,0,0,1,2,-1,1,2023-wimbledon-1302
0.040083677,0,0,1,1,2,-1,1,2023-wimbledon-1302
0.056610333,0,0,1,1,2,-1,1,2023-wimbledon-1302
-0.001006431,0,0,1,1,2,-1,1,2023-wimbledon-1302
0.000229304,0,0,1,2,2,-1,1,2023-wimbledon-1302
-0.001192231,0,0,0,2,2,-1,1,2023-wimbledon-1302
-0.02141837,0,0,0,2,2,-1,1,2023-wimbledon-1302
-0.042023998,0,0,0,2,2,-1,1,2023-wimbledon-1302
0.00255855,0,0,0,2,3,-1,1,2023-wimbledon-1302
0.02330401,0,0,1,2,3,-1,1,2023-wimbledon-1302
0.011093645,0,0,1,1,3,-1,1,2023-wimbledon-1302
0.016150572,0,0,1,2,3,-1,1,2023-wimbledon-1302
0.034685467,0,0,1,2,3,-1,1,2023-wimbledon-1302
0.00063692,0,0,1,2,3,-1,1,2023-wimbledon-1302
-0.019690422,0,0,1,2,3,-1,1,2023-wimbledon-1302
-0.01188486,0,0,1,3,3,-1,1,2023-wimbledon-1302
-0.013555875,0,0,0,3,3,-2,1,2023-wimbledon-1302
-0.034336111,0,0,0,3,3,-2,1,2023-wimbledon-1302
0.003605308,0,0,1,3,3,-2,1,2023-wimbledon-1302
0.001378663,0,0,1,3,3,-2,1,2023-wimbledon-1302
0.003509352,0,0,1,3,3,-2,1,2023-wimbledon-1302
0.023556211,0,0,1,3,3,-2,1,2023-wimbledon-1302
0.043416823,0,0,1,3,4,-2,1,2023-wimbledon-1302
0.001683512,0,0,1,3,4,-2,1,2023-wimbledon-1302
-0.020890864,0,0,0,3,4,-3,1,2023-wimbledon-1302
