-1,0,0,0,0,0,0,0,1,6
1,0,0,-1,0,0,0,0,1,5.253
-1,0,0,0,0,0,0,0,2,13.8
1,0,0,-1,0,1,0,0,2,51.108
2,0,0,0,1,2,0,0,2,0.649
-1,0,0,1,1,2,0,0,2,5.291
1,0,0,0,2,3,0,0,2,6.817
-1,0,0,1,2,3,0,0,2,17.503
1,0,0,0,2,3,1,0,2,34.489
2,0,0,1,2,3,1,0,2,21.235
-1,0,1,0,2,3,1,0,2,5.785
1,0,1,-1,2,3,1,0,2,19.744
2,0,1,0,2,3,1,0,2,26.013
-1,0,1,1,2,3,1,0,2,10.667
-2,0,1,0,2,3,1,0,2,3.399
1,0,1,-1,2,3,1,0,2,5.3
-1,0,1,0,2,3,1,0,2,5.245
-2,0,1,-1,2,3,1,0,2,15.194
1,0,0,0,3,4,1,0,2,0.899
2,0,0,1,3,4,1,0,2,18.088
-1,0,0,2,3,4,1,0,2,7.288
1,0,0,1,3,4,1,0,2,42.166
2,0,0,2,3,4,1,0,2,3.782
-1,0,1,0,3,4,1,0,3,12.601
-2,0,1,-1,3,4,1,0,3,14.925
-3,0,1,-2,3,4,1,0,3,0.903
-4,0,1,-3,3,4,1,0,3,20.027
1,0,0,0,3,5,1,0,3,15.352
2,0,0,1,3,5,1,0,3,4.285
3,0,0,2,3,5,2,0,3,11.974
-1,0,0,3,3,5,2,0,4,5.609
-2,0,0,2,3,5,2,0,4,8.518
-3,0,0,1,3,5,2,0,5,8.859
1,0,0,0,3,5,3,0,5,30.782
2,0,0,1,3,5,4,0,5,6.824
-1,0,1,0,3,5,4,0,5,7.809
1,0,1,-1,3,5,4,0,5,29.094
-1,0,1,0,3,5,4,0,5,6.815
-2,0,1,-1,3,5,4,0,5,2.678
-3,0,1,-2,3,5,4,0,5,5.043
1,0,0,0,3,6,4,0,5,34.233
2,0,0,1,3,6,4,0,5,9.872
3,0,0,2,3,7,4,0,5,6.277
-1,0,0,3,3,7,4,0,5,18.076
1,0,0,2,3,7,4,0,5,31.727
-1,0,1,0,3,7,4,0,5,5.879
1,0,1,-1,3,7,4,0,5,0.929
-1,0,1,0,3,7,4,0,5,1.427
1,0,1,-1,3,7,4,0,5,17.838
2,0,1,0,3,8,4,0,5,61.781
3,0,1,1,3,8,4,0,5,29.677
4,0,2,0,3,8,4,0,5,3.341
-1,0,2,1,3,8,4,0,5,5.528
1,0,2,0,3,8,4,0,5,4.227
-1,0,2,1,3,8,4,0,5,11.654
1,0,2,0,3,8,5,0,5,11.34
-1,0,2,1,3,8,5,0,6,9.299
1,0,2,0,3,8,5,0,6,31.428
-1,0,2,1,3,8,5,0,6,16.514
-2,0,2,0,3,8,5,0,6,21.882
1,0,2,-1,3,9,5,0,6,18.705
2,0,2,0,3,9,5,0,6,2.109
3,0,2,1,3,9,6,0,6,16.592
-1,1,0,0,3,9,6,0,6,1.621
-2,1,0,-1,3,9,6,0,6,0.896
-3,1,0,-2,3,9,6,0,6,3.619
-4,1,0,-3,3,9,6,0,6,9.33
1,1,-1,0,4,10,6,0,6,0.827
2,1,-1,1,4,10,6,0,6,2.754
-1,1,-1,2,4,10,6,0,6,3.314
-2,1,-1,1,4,10,6,0,7,35.48
1,1,-1,0,5,11,6,0,7,0.824
-1,1,-1,1,5,11,6,0,8,11.674
-2,1,-1,0,5,11,6,0,9,7.494
-3,1,-1,-1,5,11,6,0,9,8.235
-4,1,-2,0,5,11,6,0,9,8.125
-5,1,-2,-1,5,11,6,0,9,9.712
-6,1,-2,-2,5,11,6,0,9,10.788
-7,1,-2,-3,5,11,6,0,10,33.044
-8,1,-3,0,5,11,6,0,10,54.924
1,1,-3,-1,5,11,6,0,10,6.013
2,1,-3,0,6,12,6,0,10,0.761
-1,1,-3,1,6,12,6,0,10,57.844
-2,1,-3,0,6,12,6,0,10,12.977
1,1,-3,-1,6,12,6,0,10,9.419
2,1,-3,0,6,12,6,0,10,14.306
3,1,-3,1,6,12,6,0,10,46.74
-1,1,-2,0,6,12,6,0,10,31.199
-2,1,-2,-1,6,12,6,0,10,11.273
1,1,-2,-2,6,13,6,0,10,22.467
2,1,-2,-1,6,13,6,0,10,36.689
3,1,-2,0,6,13,6,0,10,39.829
-1,1,-2,1,6,13,6,0,10,30.783
1,1,-2,0,6,13,6,0,10,39.903
-1,1,-2,1,6,13,6,0,10,26.961
-2,1,-2,0,6,13,6,0,10,6.211
-3,1,-2,-1,6,13,6,0,10,20.629
-4,1,-3,0,6,13,6,0,10,6.367
1,1,-3,-1,6,13,6,0,10,4.716
-1,1,-3,0,6,13,6,0,11,5.607
1,1,-3,-1,6,13,6,0,11,2.576
2,1,-3,0,6,13,6,0,11,12.352
-1,1,-3,1,6,13,6,0,11,29.38
1,1,-3,0,6,14,7,0,11,7.675
2,1,-3,1,6,15,7,0,11,0.75
3,1,-2,0,6,15,7,0,11,17.854
-1,1,-2,1,6,15,7,0,12,17.377
-2,1,-2,0,6,15,7,0,13,14.452
-3,1,-2,-1,6,15,7,0,13,13.127
1,1,-2,-2,6,15,7,0,13,40.298
2,1,-2,-1,6,15,7,0,13,50.075
3,1,-2,0,6,15,7,0,13,33.142
-1,1,-2,1,6,15,7,0,13,11.436
-2,1,-2,0,6,15,7,0,13,32.537
1,1,-2,-1,6,15,7,0,13,15.161
2,1,-2,0,6,15,7,0,13,26.033
3,1,-2,1,6,15,7,0,13,9.834
4,1,-1,0,6,15,7,0,13,2.388
5,1,-1,1,6,15,7,0,13,3.157
6,1,-1,2,6,15,7,0,13,9.182
7,1,-1,3,6,16,7,0,13,9.346
8,1,0,0,6,16,7,0,13,8.636
-1,1,0,1,6,16,7,0,13,1.547
-2,1,0,0,6,16,7,0,13,4.077
-3,1,0,-1,6,16,7,0,13,7.731
-4,1,0,-2,6,16,7,0,13,30.357
1,1,-1,0,6,16,7,0,13,5.517
-1,1,-1,1,6,16,7,0,13,18.229
1,1,-1,0,6,16,7,0,13,2.83
2,1,-1,1,6,16,7,0,13,32.24
-1,1,-1,2,6,16,7,0,13,9.467
1,1,-1,1,6,16,7,0,13,18.941
-1,1,0,0,6,16,7,0,13,1.087
-2,1,0,-1,6,16,7,0,13,7.276
1,1,0,-2,6,16,7,0,13,10.946
-1,1,0,-1,6,16,7,0,13,28.855
-2,1,0,-2,6,16,7,0,13,4.713
1,1,-1,0,7,17,7,0,13,7.323
2,1,-1,1,7,17,7,0,13,1.865
3,1,-1,2,7,17,7,0,13,1.945
4,1,-1,3,7,17,7,0,13,18.845
-1,1,0,0,7,17,7,0,13,68.799
1,1,0,-1,7,17,7,0,13,5.871
2,1,0,0,7,17,7,0,13,51.185
-1,1,0,1,7,17,7,0,13,9.273
-2,1,0,0,7,17,7,0,13,4.948
1,1,0,-1,7,17,8,0,13,24.001
2,1,0,0,7,17,8,0,13,4.91
-1,1,0,1,7,17,8,0,13,10.121
-2,1,0,0,7,17,8,0,14,12.105
1,1,0,-1,7,18,8,0,14,19.083
2,1,0,0,7,19,9,0,14,4.877
-1,1,0,1,7,19,9,0,14,20.076
-2,1,0,0,7,19,9,0,14,5.514
-3,1,0,-1,7,19,9,0,14,28.777
1,0,0,0,7,19,9,0,14,26.561
-1,0,0,1,7,19,9,0,14,17.347
1,0,0,0,7,19,9,0,14,3.959
-1,0,0,1,7,19,9,1,15,5.45
1,0,0,0,7,19,9,1,15,4.131
2,0,0,1,7,19,9,1,15,6.968
3,0,1,0,7,19,10,1,15,33.675
-1,0,1,1,7,19,10,1,15,9.172
-2,0,1,0,7,19,10,1,15,52.816
1,0,1,-1,7,19,10,1,15,9.47
2,0,1,0,7,19,10,1,15,17.922
-1,0,1,1,7,19,10,1,15,11.452
1,0,1,0,7,19,10,1,15,8.123
-1,0,1,1,7,19,10,1,15,27.335
-2,0,1,0,7,19,10,1,15,10.23
1,0,1,-1,7,19,10,1,15,11.861
-1,0,1,0,7,19,10,1,15,6.797
-2,0,1,-1,7,19,10,1,15,16.698
1,0,0,0,7,20,10,1,15,22.725
2,0,0,1,7,21,10,1,15,10.8
-1,0,0,2,7,21,10,1,15,28.877
-2,0,0,1,7,21,10,1,16,16.725
1,0,0,0,7,21,10,1,16,11.081
2,0,0,1,8,22,10,1,16,7.905
3,0,1,0,8,22,10,1,16,9.981
4,0,1,1,8,23,10,1,16,27.698
-1,0,1,2,8,23,10,1,17,20.258
1,0,1,1,8,23,10,1,17,12.132
2,0,1,2,8,23,10,1,17,25.215
3,0,2,0,9,24,10,1,17,0.585
4,0,2,1,9,25,10,1,17,1.91
5,0,2,2,9,25,10,1,17,26.138
-1,0,2,3,9,25,10,2,18,1.076
1,0,2,2,10,26,10,2,18,0.778
2,0,3,0,10,26,10,2,18,17.965
-1,0,3,1,10,26,10,2,18,1.075
-2,0,3,0,10,26,10,2,18,4.072
1,0,3,-1,10,26,11,2,18,15.125
-1,0,3,0,10,26,11,2,18,8.346
-2,0,3,-1,10,26,11,2,18,11.882
1,0,2,0,10,27,11,2,18,3.652
2,0,2,1,10,27,11,2,18,13.487
3,0,2,2,10,27,11,2,18,14.958
4,0,2,3,11,28,11,2,18,0.778
-1,0,3,0,11,28,11,2,18,6.718
1,0,3,-1,11,28,11,2,18,7.631
-1,0,3,0,11,28,11,2,18,70.044
1,0,3,-1,11,29,11,2,18,42.94
2,0,3,0,11,29,11,2,18,21.835
-1,0,3,1,11,29,11,2,18,0.729
-2,0,3,0,11,29,11,2,18,1.617
-3,0,3,-1,11,29,11,2,18,1.136
1,0,2,0,11,29,11,2,18,7.308
2,0,2,1,11,30,12,2,18,12.63
3,0,2,2,11,30,12,2,18,4.239
-1,0,2,3,11,30,12,2,19,8.358
1,0,2,2,11,30,12,2,19,11.526
2,1,0,0,11,30,12,2,19,32.923
-1,1,0,1,11,30,12,2,19,16.843
-2,1,0,0,11,30,12,2,19,8.902
-3,1,0,-1,11,30,12,2,19,7.188
-4,1,0,-2,11,30,12,2,19,1.203
1,1,-1,0,11,30,12,2,19,25.195
-1,1,-1,1,11,30,12,3,20,1.544
-2,1,-1,0,11,30,12,3,21,12.946
1,1,-1,-1,11,30,12,3,21,4.202
-1,1,-1,0,11,30,12,4,22,5.061
-2,1,-1,-1,11,30,12,4,22,40.04
-3,1,-2,0,11,30,12,4,22,15.329
1,1,-2,-1,11,30,12,4,22,6.648
-1,1,-2,0,11,30,12,4,22,18.285
-2,1,-2,-1,11,30,12,4,22,15.033
1,1,-2,-2,11,31,13,4,22,51.154
2,1,-2,-1,11,31,13,4,22,37.839
3,1,-2,0,11,31,13,4,22,22.348
-1,1,-2,1,11,31,13,4,22,20.832
-2,1,-2,0,11,31,13,4,22,18.666
1,1,-2,-1,11,32,13,4,22,17.768
-1,1,-2,0,11,32,13,4,22,16.272
1,1,-2,-1,11,33,13,4,22,19.741
2,1,-2,0,11,33,13,4,22,16.566
-1,1,-2,1,11,33,13,4,22,1.015
-2,1,-2,0,11,33,13,4,22,34.6
1,1,-2,-1,11,33,13,4,22,30.164
-1,1,-2,0,11,33,13,4,22,11.716
-2,1,-2,-1,11,33,13,4,22,11.645
1,1,-3,0,11,33,13,4,22,5.839
-1,1,-3,1,11,33,13,4,23,5.707
-2,1,-3,0,11,33,13,5,24,1.518
-3,1,-3,-1,11,33,13,5,24,10.416
1,1,-3,-2,11,33,13,5,24,6.55
2,1,-3,-1,11,33,14,5,24,18.155
3,1,-3,0,11,34,15,5,24,9.226
4,1,-3,1,11,34,15,5,24,23.988
-1,1,-2,0,11,34,15,5,24,14.05
1,1,-2,-1,11,34,15,5,24,11.046
-1,1,-2,0,11,34,15,5,24,13.185
-2,1,-2,-1,11,34,15,5,24,16.359
1,1,-2,-2,11,34,15,5,24,12.312
2,1,-2,-1,11,34,15,5,24,20.628
-1,1,-2,0,11,34,15,5,25,13
-2,1,-2,-1,11,34,15,5,25,1.865
-3,1,-3,0,11,34,15,6,26,7.196
1,1,-3,-1,11,34,15,6,26,18.567
2,1,-3,0,11,34,15,6,26,2.312
3,1,-3,1,11,34,16,6,26,20.729
4,1,-3,2,12,35,16,6,26,0
5,1,-2,0,12,35,16,6,26,66.051
6,1,-2,1,12,35,16,6,26,5.41
-1,1,-2,2,12,35,16,6,26,6.454
1,1,-2,1,12,35,16,6,26,5.555
-1,1,-2,2,12,35,16,6,26,12.044
1,1,-2,1,12,35,16,6,26,11.127
2,1,-1,0,12,35,16,6,26,29.269
3,1,-1,1,12,36,16,6,26,5.17
-1,1,-1,2,12,36,16,7,27,4.901
1,1,-1,1,12,36,16,7,27,2.559
2,1,-1,2,12,36,16,7,27,4.559
-1,1,0,0,12,36,16,7,27,6.958
1,1,0,-1,12,36,16,7,27,21.572
-1,1,0,0,12,36,16,7,27,1.796
-2,1,0,-1,12,36,16,7,27,14.401
-3,1,0,-2,12,36,16,7,28,28.05
1,1,-1,0,12,37,16,7,28,8.178
2,1,-1,1,12,37,16,7,28,9.464
-1,1,-1,2,12,37,16,7,29,15.671
1,1,-1,1,12,38,17,7,29,35.211
-1,1,-1,2,12,38,17,7,29,6.304
-2,1,-1,1,12,38,17,7,29,18.374
1,1,-1,0,12,39,17,7,29,9.086
2,1,-1,1,12,39,17,7,29,3.861
-1,1,0,0,12,39,17,7,29,14.701
1,1,0,-1,12,39,18,7,29,10.826
-1,1,0,0,12,39,18,7,29,26.067
1,1,0,-1,12,39,18,7,29,17.319
2,1,0,0,12,39,18,7,29,31.781
3,1,0,1,12,40,18,7,29,6.414
-1,1,1,0,12,40,18,7,30,36.084
1,1,1,-1,12,40,19,7,30,16.595
2,1,1,0,12,41,19,7,30,27.722
-1,1,1,1,12,41,19,7,30,10.044
-2,1,1,0,12,41,19,7,30,52.318
1,1,1,-1,12,41,19,7,30,2.056
2,1,1,0,12,41,19,7,30,12.292
3,1,1,1,12,41,19,7,30,3.767
1,0,0,0,0,0,0,0,0,13.646
-1,0,0,1,0,0,0,0,0,6.596
-2,0,0,0,0,0,0,0,0,72.403
1,0,0,-1,0,0,0,0,0,17.565
2,0,0,0,0,0,0,0,0,3.195
-1,0,0,1,0,0,0,0,0,5.414
-2,0,0,0,0,0,0,0,0,4.703
1,0,0,-1,0,0,0,0,0,18.651
-1,0,0,0,0,0,0,0,0,4.863
1,0,0,-1,0,0,1,0,0,21.321
